ID,Basic data and indicators,Notes,Series,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
704,Overnights visitors (tourists),,TF,..,975,1114,978,1211,1383,1599,..,..,..,..,..,..,..,..,..,..,..,7201,7488,7555,..,..,..,..,..,..,..
704,Same-day visitors (excursionists),,,..,632,602,542,571,757,731,309,241,263,200,224,225,152,66,50,46,..,371,386,389,..,..,..,..,..,..,..
704,of which cruise passengers,2/,,..,162,131,157,188,256,285,309,241,263,200,224,225,152,66,50,46,286,193,48,170,285,259,215,264,114,..,..
886,Total arrivals,,VF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1035,1175,1282,1323,1218,398,..,..,..,..,..,..,..
886,Overnights visitors (tourists),1/,TF,61,74,80,88,58,73,76,98,155,274,336,1061,948,1023,1028,1025,829,874,990,1018,367,..,..,..,..,..,..,..
886,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10,346,408,333,200,32,..,..,..,..,..,..,..
886,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
894,Total arrivals,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
894,Overnights visitors (tourists),,TF,163,264,341,362,404,457,492,565,413,515,669,757,897,812,710,815,920,859,915,947,932,956,1009,1072,1266,502,554,..
894,Same-day visitors (excursionists),,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
894,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
716,Total arrivals,,VF,1416,1597,1336,2090,2250,1967,2217,2041,2256,1854,1559,2287,2506,1956,2017,2239,2423,1794,1833,1880,2057,2168,2423,2580,2294,639,381,1044
716,Overnights visitors (tourists),,TF,1363,1577,1281,1986,2101,1868,2068,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
716,Same-day visitors (excursionists),,,53,20,55,104,149,99,149,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
716,of which cruise passengers,,,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
